REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
31961,2025,09,1,24,0,10,,2,2,4,1,,,1,3,21,02,07,,,,325,325,1,325,325,0,,0,0,0,,121,,3427,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,113
31962,2025,09,4,24,0,10,,2,2,4,,1,2,1,3,11,08,35,,,,,,,,,,,,,,,,6,,,,,,,,,4,10,2,,,,,,,,,,,1,05,,244
31963,2025,09,2,10,0,08,,2,1,2,1,,,2,3,10,01,03,3,2,1,400,0,1,400,0,,,,,,,240,,2400,3,1,1,1,,,,,,,,,,,,,,,,,1,08,,67
31964,2025,09,2,24,2,05,,2,6,4,1,,,1,2,16,05,25,1,1,1,320,0,1,320,0,,,,,,,54,,2500,1,3,2,3,,,,,,,,,,,,,,,,,1,14,2,429
31965,2025,09,1,12,0,06,,1,2,2,1,,,2,3,17,07,32,,,,350,350,1,350,350,0,,0,0,0,,3,,2000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,163
31966,2025,09,1,11,0,04,,2,2,5,1,,,1,3,21,02,05,,,,375,375,1,375,375,0,,0,0,0,,48,,6128,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,51
31967,2025,09,4,13,0,11,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,01,,147
31968,2025,09,4,35,0,12,,1,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,126
31969,2025,09,1,13,0,07,,2,1,5,2,,,1,3,21,01,02,,,,365,385,1,565,585,0,,0,20,20,,99,,5448,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,136
31970,2025,09,1,35,4,02,3,1,6,4,1,,,2,3,15,07,31,,,,400,400,1,400,400,0,,0,0,0,,2,,1900,1,1,2,4,,,,,,,,,,,,,,,,,1,04,,1295
31971,2025,09,4,24,0,10,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,1,01,,151
31972,2025,09,4,13,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,11,,83
31973,2025,09,4,59,9,11,,1,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,08,,792
31974,2025,09,1,35,0,07,,1,1,6,2,,,1,1,16,05,20,,,,200,200,2,300,300,0,,0,0,0,6,37,,5000,1,3,4,4,,,,,,,,,,,,,,,,,1,03,3,156
31975,2025,09,1,59,9,11,,2,1,4,1,,,2,3,09,07,33,,,,400,460,1,400,460,0,,0,60,60,,175,,3108,3,1,1,1,,,,,,,,,,,,,,,,,,08,,391
31976,2025,09,1,10,0,10,,1,1,3,1,,,2,3,20,08,35,,,,400,400,1,400,400,0,,0,0,0,,240,,3200,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,119
31977,2025,09,4,35,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,227
31978,2025,09,4,35,4,01,1,2,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,2,12,,318
31979,2025,09,4,35,4,12,,2,3,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,850
31980,2025,09,4,59,0,11,,1,1,4,,1,1,2,3,12,02,05,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,6,,,,,,,,,,,,11,,302
31981,2025,09,1,48,0,06,,2,1,6,1,,,1,3,21,02,07,,,,375,375,1,375,375,0,,0,0,0,,240,,4600,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,261
31982,2025,09,4,35,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,11,,148
31983,2025,09,4,46,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,48
31984,2025,09,4,35,0,02,4,1,6,2,,1,1,2,3,06,08,38,,,,,,,,,,,,,,,,6,,,,,,,,,4,10,4,,,,,,,,,,,1,15,,404
31985,2025,09,4,24,0,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,1,11,,329
31986,2025,09,1,35,4,04,,2,6,5,1,,,2,1,12,02,05,,,,375,375,1,375,375,0,,0,0,0,,10,,3600,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,173
31987,2025,09,1,24,2,06,,2,1,5,1,,,2,2,10,01,03,,,,400,420,1,400,420,0,,20,0,20,,99,,2000,3,1,1,4,,,,,,,,,,,,,,,,,1,03,2,1149
31988,2025,09,4,10,0,12,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,79
31989,2025,09,1,35,0,09,,2,1,2,1,,,1,3,21,07,34,,,,300,225,1,300,225,75,1,0,0,0,,240,,3117,1,1,2,4,,,,,,,,,,,,,,,,,1,08,,242
31990,2025,09,4,24,2,11,,2,5,6,,1,2,1,3,18,06,30,,,,,,,,,,,,,,,,1,,,,,,,,,1,01,12,,,,,,,,,,,,01,,1046
31991,2025,09,2,10,0,07,,1,1,4,1,,,2,3,04,08,35,0,1,2,600,0,1,600,0,,,,,,,72,,4400,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,86
31992,2025,09,4,35,4,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,05,,919
31993,2025,09,1,35,0,02,3,2,6,4,1,,,1,3,21,02,09,,,,480,360,1,480,360,120,1,0,0,0,,57,,3646,1,1,4,4,,,,,,,,,,,,,,,,,1,13,,2015
31994,2025,09,1,59,9,08,,2,1,5,1,,,2,2,09,03,11,,,,375,375,1,375,375,0,,0,0,0,,64,,4500,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,353
31995,2025,09,4,24,0,11,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,265
31996,2025,09,1,12,0,05,,1,2,5,1,,,2,3,17,08,36,,,,375,245,1,375,245,150,1,20,0,20,,42,,3100,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,164
31997,2025,09,1,48,8,04,,1,2,4,1,,,2,3,11,08,38,,,,80,80,2,80,80,0,,0,0,0,0,9,,2150,3,1,2,3,,,,,,,,,,,,,,,,,1,03,1,764
31998,2025,09,1,35,4,04,,2,6,4,1,,,2,3,12,06,28,,,,375,375,1,375,375,0,,0,0,0,,98,,3699,3,1,1,4,,,,,,,,,,,,,,,,,1,18,,128
31999,2025,09,4,24,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,587
32000,2025,09,4,24,0,01,2,2,6,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,202
32001,2025,09,1,48,0,09,,1,1,5,1,,,2,2,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,169,,3193,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,316
32002,2025,09,4,10,0,11,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,11,,34
32003,2025,09,1,24,2,05,,2,1,5,1,,,2,1,14,03,11,,,,400,400,1,400,400,0,,0,0,0,,22,,2740,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,391
32004,2025,09,4,13,0,02,3,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,2,14,,205
32005,2025,09,1,46,0,05,,2,2,4,1,,,2,1,19,07,34,,,,325,325,1,325,325,0,,0,0,0,,5,,1580,3,4,2,2,,,,,,,,,,,,,,,,,1,03,2,240
32006,2025,09,2,35,4,11,,2,1,5,1,,,1,2,16,05,20,1,3,1,350,0,1,350,0,,,,,,,240,,5934,1,1,2,4,,,,,,,,,,,,,,,,,,18,,368
32007,2025,09,4,13,0,12,,2,5,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,82
32008,2025,09,4,48,8,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,1,11,,723
32009,2025,09,1,13,0,02,4,2,6,2,1,,,2,3,17,04,18,,,,50,50,2,50,50,0,,0,0,0,4,3,,3200,3,4,2,2,,,,,,,,,,,,,,,,,3,17,,123
32010,2025,09,3,10,0,07,,1,1,4,,1,1,2,3,03,09,39,,,,,,,,,,,,,,,,2,,,,,,20,6,1,4,12,5,2,,,,1,1,1,0,,,1,10,4,65
32011,2025,09,1,59,0,01,1,2,6,1,1,,,2,3,18,07,34,,,,95,130,2,95,130,0,,0,0,0,4,6,,1740,3,1,2,2,,,,,,,,,,,,,,,,,2,14,,351
32012,2025,09,4,10,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,11,,129
32013,2025,09,2,35,0,07,,2,1,4,2,,,2,2,17,04,18,2,1,2,360,0,1,420,0,,,,,,,54,,2900,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,238
32014,2025,09,4,10,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,65
32015,2025,09,1,24,2,07,,2,1,5,1,,,2,2,07,01,04,,,,400,400,1,400,400,0,,0,0,0,,126,,3846,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,1257
32016,2025,09,1,35,0,10,,2,2,3,1,,,2,3,17,04,18,,,,350,350,1,350,350,0,,0,0,0,,77,,2879,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,228
32017,2025,09,1,59,9,04,,2,1,6,1,,,2,3,17,05,21,,,,375,375,1,375,375,0,,0,0,0,,92,,5400,1,1,2,2,,,,,,,,,,,,,,,,,1,02,,619
32018,2025,09,1,13,0,09,,2,1,5,1,,,2,3,12,02,07,,,,370,370,1,370,370,0,,0,0,0,,146,,4314,3,1,3,3,,,,,,,,,,,,,,,,,1,04,4,128
32019,2025,09,4,24,0,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,08,,143
32020,2025,09,4,13,0,12,,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,05,,84
32021,2025,09,4,24,2,01,2,2,6,3,,1,2,2,3,17,05,24,,,,,,,,,,,,,,,,3,,,,,,,,,4,10,2,,,,,,,,,,,2,03,,444
32022,2025,09,4,48,0,10,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,01,,268
32023,2025,09,4,12,0,12,,1,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,148
32024,2025,09,4,10,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,11,,70
32025,2025,09,4,35,0,01,2,1,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,264
32026,2025,09,1,35,0,08,,1,4,4,1,,,2,3,06,08,35,,,,350,350,1,350,350,0,,0,0,0,,138,,5679,1,1,1,1,,,,,,,,,,,,,,,,,1,14,3,89
32027,2025,09,1,35,0,04,,1,1,4,1,,,2,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,9,,3000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,900
32028,2025,09,4,48,0,11,,1,6,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,18,,215
32029,2025,09,1,13,0,04,,1,1,4,1,,,1,3,05,10,41,,,,400,480,1,400,480,120,1,240,0,240,,42,,2000,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,155
32030,2025,09,2,59,0,06,,1,1,4,1,,,2,3,06,08,35,3,1,2,400,0,1,400,0,,,,,,,20,,4000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,430
32031,2025,09,1,35,5,03,6,2,2,5,1,,,2,3,17,04,16,,,,375,375,1,375,375,0,,0,0,0,,39,,2680,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,467
32032,2025,09,1,10,0,08,,2,2,4,1,,,1,3,16,02,09,,,,350,350,1,350,350,0,,0,0,0,,85,,2750,1,1,3,4,,,,,,,,,,,,,,,,,1,03,3,47
32033,2025,09,4,35,5,12,,2,3,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,01,,358
32034,2025,09,4,12,0,10,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,1,05,,124
32035,2025,09,1,24,2,05,,1,4,1,1,,,2,3,08,10,42,,,,400,370,1,400,370,30,2,0,0,0,,116,,3205,3,1,2,2,,,,,,,,,,,,,,,,,1,14,1,342
32036,2025,09,4,48,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,11,,763
32037,2025,09,1,10,0,06,,1,1,4,1,,,2,3,06,08,38,,,,200,200,2,200,200,0,,0,0,0,1,240,,2000,3,4,1,1,,,,,,,,,,,,,,,,,1,03,1,74
32038,2025,09,1,35,0,10,,1,1,4,1,,,2,3,20,03,13,,,,400,400,1,400,400,0,,0,0,0,,5,,4500,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,181
32039,2025,09,1,24,0,06,,2,2,5,1,,,1,3,16,05,20,,,,350,350,1,350,350,0,,0,0,0,,62,,5495,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,229
32040,2025,09,4,35,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,153
32041,2025,09,1,24,2,07,,2,2,4,1,,,6,2,18,02,06,,,,350,350,1,350,350,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,1,03,2,669
32042,2025,09,1,24,0,08,,2,6,6,1,,,1,3,16,05,20,,,,220,220,2,220,220,0,,0,0,0,3,45,,3203,1,3,4,4,,,,,,,,,,,,,,,,,1,18,,106
32043,2025,09,1,47,0,03,6,2,6,3,2,,,2,3,20,02,06,,,,320,360,1,410,450,0,,0,0,0,,7,,2200,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,205
32044,2025,09,1,35,0,12,,2,1,4,1,,,2,2,17,04,16,,,,100,150,2,100,150,0,,0,0,0,5,100,,10000,1,1,1,2,,,,,,,,,,,,,,,,,,08,,245
32045,2025,09,1,48,0,12,,1,1,4,1,,,2,3,06,02,09,,,,400,475,1,400,475,0,,75,0,75,,38,,3000,3,1,2,4,,,,,,,,,,,,,,,,,,05,,126
32046,2025,09,4,35,0,12,,1,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,11,,269
32047,2025,09,1,24,0,10,,1,6,0,1,,,2,3,10,07,33,,,,260,260,2,260,260,0,,0,0,0,5,240,,1677,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,471
32048,2025,09,4,46,0,03,5,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,2,06,1,84
32049,2025,09,1,35,5,03,6,1,1,5,1,,,2,3,14,02,06,,,,400,430,1,400,430,0,,0,30,30,,88,,5288,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,664
32050,2025,09,1,59,0,04,,1,2,1,1,,,2,3,06,08,35,,,,400,700,1,400,700,0,,300,0,300,,73,,4400,1,1,1,4,,,,,,,,,,,,,,,,,1,03,1,98
32051,2025,09,1,59,9,10,,1,1,4,1,,,6,2,11,08,38,,,,350,350,1,350,350,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,1,18,,310
32052,2025,09,4,12,0,10,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,1,18,,132
32053,2025,09,1,35,0,07,,1,1,5,1,,,1,3,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,240,,5625,1,1,2,4,,,,,,,,,,,,,,,,,1,03,3,326
32054,2025,09,1,24,0,05,,2,2,6,1,,,1,3,16,03,13,,,,350,375,1,350,375,0,,25,0,25,,69,,4790,1,1,4,4,,,,,,,,,,,,,,,,,1,03,2,101
32055,2025,09,1,11,0,06,,1,1,5,1,,,1,3,21,03,13,,,,375,375,1,375,375,0,,0,0,0,,20,,4256,1,1,1,4,,,,,,,,,,,,,,,,,1,03,2,45
32056,2025,09,1,35,5,06,,2,6,5,1,,,2,3,07,02,08,,,,400,400,1,400,400,0,,0,0,0,,2,,3125,3,3,3,4,,,,,,,,,,,,,,,,,1,01,,564
32057,2025,09,4,46,6,10,,2,1,2,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,05,,159
32058,2025,09,4,10,0,11,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,01,,53
32059,2025,09,4,10,0,11,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,11,,107
32060,2025,09,4,35,4,12,,2,3,0,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,401
32061,2025,09,4,48,7,01,1,1,6,1,,1,2,2,1,18,07,34,,,,,,,,,,,,,,,,6,,,,,,,,,4,10,1,,,,,,,,,,,2,03,,858
32062,2025,09,1,10,0,07,,2,3,4,1,,,2,1,11,02,09,,,,400,550,1,400,550,0,,0,150,150,,240,,3125,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,61
32063,2025,09,1,35,0,11,,1,3,4,1,,,2,3,15,07,33,,,,245,280,2,245,280,0,,0,0,0,5,97,,1900,3,1,1,4,,,,,,,,,,,,,,,,,,01,,173
32064,2025,09,1,47,0,11,,1,1,5,1,,,2,3,20,05,21,,,,400,400,1,400,400,0,,0,0,0,,211,,1569,3,1,1,1,,,,,,,,,,,,,,,,,,04,4,144
32065,2025,09,2,48,0,01,1,2,6,1,1,,,2,1,18,07,34,0,1,1,120,0,2,120,0,,,,,,4,1,,2000,3,1,1,3,,,,,,,,,,,,,,,,,2,03,,238
32066,2025,09,1,35,0,08,,2,1,4,1,,,2,3,04,09,39,,,,400,440,1,400,440,0,,40,0,40,,55,,4200,1,1,3,4,,,,,,,,,,,,,,,,,1,04,4,92
32067,2025,09,4,35,0,12,,2,5,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,76
32068,2025,09,1,35,0,05,,2,1,5,1,,,2,3,18,02,08,,,,400,400,1,400,400,0,,0,0,0,,30,,2000,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,178
32069,2025,09,1,47,0,05,,1,6,2,2,,,2,2,17,04,18,,,,400,240,1,640,360,160,3,0,0,0,,13,,2400,3,1,1,2,,,,,,,,,,,,,,,,,1,18,,171
32070,2025,09,4,59,9,02,3,1,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,04,,1210
32071,2025,09,4,47,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,01,,110
32072,2025,09,1,46,6,06,,2,4,5,1,,,1,3,16,05,20,,,,240,400,2,240,400,0,,0,0,0,6,9,,2244,2,3,2,3,,,,,,,,,,,,,,,,,1,14,2,194
32073,2025,09,4,24,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,75
32074,2025,09,1,13,0,04,,1,6,4,1,,,1,3,21,05,23,,,,480,240,1,480,240,240,3,0,0,0,,111,,2292,1,1,3,3,,,,,,,,,,,,,,,,,1,01,,169
32075,2025,09,1,35,0,03,6,1,6,6,1,,,2,3,14,03,12,,,,400,430,1,400,430,0,,0,30,30,,10,,3000,3,1,1,2,,,,,,,,,,,,,,,,,1,01,,166
32076,2025,09,1,47,0,05,,2,6,5,1,,,6,1,17,04,14,,,,300,400,1,300,400,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,1,03,,160
32077,2025,09,4,35,4,11,,2,1,4,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,129
32078,2025,09,1,13,0,10,,1,1,5,1,,,1,3,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,240,,4875,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,87
32079,2025,09,4,24,2,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,06,,307
32080,2025,09,4,59,9,09,,2,1,5,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,544
32081,2025,09,3,48,0,01,1,2,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,24,7,2,,,27,2,,1,1,,,,3,,,2,16,,228
32082,2025,09,4,48,0,10,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,1,11,,393
32083,2025,09,4,24,2,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,05,,935
32084,2025,09,4,24,0,12,,1,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,110
32085,2025,09,4,35,4,12,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,11,,169
32086,2025,09,4,35,0,05,,1,1,2,,1,2,2,3,11,08,36,,,,,,,,,,,,,,,,23,,,,,,,,,3,05,2,,,,,,,,,3,,1,12,1,207
32087,2025,09,4,48,8,04,,1,6,2,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,531
32088,2025,09,1,35,4,09,,1,1,6,1,,,2,2,07,10,41,,,,400,400,1,400,400,0,,0,0,0,,44,,4500,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,479
32089,2025,09,1,48,0,11,,2,1,2,1,,,1,3,21,01,02,,,,400,240,1,400,240,160,1,0,0,0,,110,,6731,3,1,1,2,,,,,,,,,,,,,,,,,,02,,95
32090,2025,09,2,24,2,05,,2,6,4,1,,,2,3,12,02,07,3,2,1,350,0,1,350,0,,,,,,,32,,3658,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,471
32091,2025,09,2,24,0,12,,2,5,3,1,,,1,3,16,05,26,0,14,2,30,0,2,30,0,,,,,,5,240,,2520,1,4,2,4,,,,,,,,,,,,,,,,,,01,,71
32092,2025,09,2,59,0,05,,2,6,5,1,,,1,3,21,05,23,3,1,1,400,0,1,400,0,,,,,,,14,,5800,1,1,3,3,,,,,,,,,,,,,,,,,1,01,,86
32093,2025,09,4,35,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,08,,254
32094,2025,09,1,12,0,10,,2,3,2,1,,,2,3,10,07,34,,,,250,250,2,250,250,0,,0,0,0,5,6,,1570,3,1,3,4,,,,,,,,,,,,,,,,,1,18,,139
32095,2025,09,1,35,4,09,,1,6,2,1,,,2,3,08,08,38,,,,400,510,1,400,510,0,,110,0,110,,20,,2200,3,1,1,3,,,,,,,,,,,,,,,,,1,01,,484
32096,2025,09,4,59,0,04,,2,1,6,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,1,05,,682
32097,2025,09,1,35,0,08,,2,1,4,1,,,2,3,18,07,34,,,,400,400,1,400,400,0,,0,0,0,,240,,2419,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,331
32098,2025,09,4,48,7,03,5,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,1146
32099,2025,09,1,35,0,04,,1,2,5,1,,,1,3,17,02,07,,,,375,300,1,375,300,75,3,0,0,0,,221,,4095,3,1,4,4,,,,,,,,,,,,,,,,,1,18,,187
32100,2025,09,1,24,2,03,6,2,6,5,1,,,2,3,10,07,31,,,,310,65,1,310,65,230,3,0,0,0,,30,,1700,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,838
32101,2025,09,1,24,2,12,,1,1,1,1,,,2,2,11,08,36,,,,300,300,1,300,300,0,,0,0,0,,39,,2000,3,1,1,1,,,,,,,,,,,,,,,,,,05,,969
32102,2025,09,1,59,9,06,,1,1,4,1,,,4,3,06,08,36,,,,650,650,1,650,650,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,1,02,,499
32103,2025,09,3,35,0,01,1,2,6,1,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,3,,,,,,46,6,2,4,13,11,2,1,1,1,1,,1,3,,,2,02,,650
32104,2025,09,3,48,0,01,2,1,6,1,,1,2,2,3,20,07,34,,,,,,,,,,,,,,,,7,,,,,,1,3,1,1,01,1,2,,1,,1,1,,1,,,3,03,,412
32105,2025,09,4,35,0,04,,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,98
32106,2025,09,4,24,0,01,1,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,87
32107,2025,09,4,35,0,11,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,11,,250
32108,2025,09,4,48,7,11,,1,5,2,,1,1,4,3,18,06,27,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,11,,,,,,,,,,,,01,,729
32109,2025,09,1,35,5,02,4,2,6,5,1,,,2,3,19,07,34,,,,200,200,2,200,200,0,,0,0,0,7,59,,2000,3,1,1,2,,,,,,,,,,,,,,,,,1,04,,617
32110,2025,09,1,24,1,07,,1,1,5,1,,,1,2,21,02,06,,,,350,350,1,350,350,0,,0,0,0,,74,,3500,2,1,3,3,,,,,,,,,,,,,,,,,1,03,3,543
32111,2025,09,4,13,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,08,,87
32112,2025,09,1,46,0,04,,1,1,4,1,,,1,3,05,08,35,,,,400,400,1,400,400,0,,0,0,0,,63,,5690,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,57
